id,STAR_WHITE_DWARF,STAR_CATY_VAR,STAR_BROWN_DWARF,SERENDIPITY_RED,REDDEN_STD,STAR_BHB,GALAXY,SERENDIPITY_DISTANT,QSO,SKY,STAR_RED_DWARF,ROSAT_D,STAR_PN,SERENDIPITY_FIRST,STAR_CARBON,SPECTROPHOTO_STD,STAR_SUB_DWARF,SERENDIPITY_MANUAL,SERENDIPITY_BLUE,fiberID
200033,4.05E-05,4.70E-06,1.91E-06,3.10E-06,4.32E-06,0.000130029,1.69E-05,1.12E-05,0.997803714,1.75E-06,3.09E-06,0.000354249,1.56E-06,0.001481682,3.58E-06,3.11E-06,2.00E-06,1.81E-06,0.000130795,842
200034,0.000142979,0.00146125,2.22E-05,3.60E-05,6.45E-05,0.000165908,0.007023,9.55E-05,0.867541619,2.04E-05,3.58E-05,0.03164317,1.81E-05,0.090014721,8.12E-05,3.61E-05,2.32E-05,7.46E-05,0.001499791,548
200035,2.25E-05,0.995228259,9.62E-07,2.18E-06,5.29E-06,2.28E-05,0.000636968,4.19E-06,0.00092435,8.84E-07,1.72E-06,0.002608172,7.85E-07,2.80E-05,1.22E-05,2.72E-06,0.000469954,9.69E-07,2.71E-05,333
200036,0.000100385,0.00014754,0.000270782,0.041276751,6.22E-05,8.50E-05,0.001095984,0.000119733,0.011946385,2.20E-05,0.935918646,0.00765999,1.95E-05,0.000516542,0.000293093,3.89E-05,3.65E-05,5.10E-05,0.000339163,556
200037,0.000262725,7.39E-06,2.92E-06,4.75E-06,0.991959956,0.000126394,0.000350087,1.94E-05,0.002588815,2.69E-06,4.72E-06,0.004395828,2.39E-06,2.74E-05,6.54E-06,4.75E-06,3.06E-06,2.81E-06,0.00022741,59
200038,2.05E-05,5.47E-06,2.02E-06,2.50E-05,1.71E-06,3.69E-06,6.32E-05,4.05E-06,0.000412994,8.05E-07,0.997682267,0.001619771,7.15E-07,8.36E-05,4.58E-06,1.42E-06,1.17E-06,6.01E-05,6.94E-06,42
200039,0.123795193,0.000969297,3.79E-05,6.93E-05,6.81E-05,0.00270688,0.000300523,0.597386797,0.00555962,3.49E-05,6.16E-05,0.00516861,3.10E-05,0.001054783,7.08E-05,6.18E-05,3.98E-05,5.86E-05,0.262524538,190
200040,5.46E-06,1.67E-06,3.33E-07,5.42E-07,1.59E-06,1.38E-06,0.998906804,1.44E-06,0.000300251,3.07E-07,5.39E-07,0.000733002,2.72E-07,3.96E-05,3.54E-06,5.34E-07,3.49E-07,3.58E-07,2.08E-06,16
200041,4.19E-06,2.29E-06,1.46E-06,4.13E-06,1.78E-06,2.95E-06,5.96E-05,1.02E-05,0.999799083,9.12E-07,4.60E-06,5.11E-05,8.08E-07,2.74E-05,1.85E-06,1.61E-06,1.04E-06,1.24E-06,2.38E-05,672
200042,6.90E-05,2.00E-06,7.31E-07,1.19E-06,2.75E-06,4.15E-06,0.997463638,3.35E-05,0.001202832,6.74E-07,1.18E-06,0.001121093,5.98E-07,8.64E-05,3.93E-06,1.25E-06,7.67E-07,7.27E-07,3.57E-06,408
200043,0.000471001,9.40E-06,3.45E-06,5.62E-06,3.41E-05,1.84E-05,0.000880479,1.54E-05,0.005403705,3.17E-06,5.59E-06,0.01797598,2.82E-06,0.000471576,0.974662344,5.62E-06,3.62E-06,3.38E-06,2.44E-05,449
200044,0.000854845,4.22E-05,1.85E-05,3.01E-05,0.288969853,0.100918934,0.000486183,0.000101272,0.007784876,1.70E-05,2.99E-05,0.013989016,1.51E-05,0.000212513,3.81E-05,0.586297157,1.94E-05,1.78E-05,0.000157311,587
200045,0.007526621,6.14E-05,2.34E-05,3.81E-05,0.86203026,0.046726188,0.001027046,0.000182933,0.014206631,2.16E-05,3.79E-05,0.066886093,1.91E-05,0.00019487,4.82E-05,3.82E-05,2.46E-05,2.22E-05,0.000884603,172
200046,0.054139208,0.000211267,8.33E-05,0.000135549,0.000212579,0.012521036,0.001555951,0.001248609,0.473254746,7.65E-05,0.000134784,0.384080414,6.80E-05,0.071391072,0.000181255,0.00013566,8.74E-05,8.09E-05,0.000401745,434
200047,0.000234087,0.000118089,4.84E-05,0.000113231,0.00013971,0.000228806,0.000759557,0.000333143,0.917250671,4.44E-05,7.82E-05,0.045778889,3.95E-05,0.027995144,9.02E-05,0.000100342,5.07E-05,4.59E-05,0.006551047,118
200048,2.30E-05,1.12E-06,5.15E-07,8.38E-07,1.86E-06,3.24E-06,0.99845842,2.22E-06,0.000772696,4.74E-07,9.19E-07,0.000624133,4.21E-07,9.85E-05,1.26E-06,8.38E-07,5.40E-07,4.88E-07,8.58E-06,615
200049,5.42E-05,8.60E-07,3.77E-07,6.14E-07,3.90E-05,4.90E-05,9.98E-06,2.13E-06,0.000178411,3.48E-07,6.11E-07,0.00060444,3.09E-07,4.00E-06,7.76E-07,0.999044382,3.96E-07,3.63E-07,9.86E-06,556
200050,0.000102203,8.01E-05,2.68E-05,4.37E-05,4.82E-05,9.06E-05,0.000878636,0.000127516,0.363271926,2.47E-05,4.66E-05,0.609186667,2.19E-05,0.025112273,0.000213677,4.37E-05,2.81E-05,2.56E-05,0.000626997,336
200051,2.27E-05,1.03E-06,4.53E-07,7.37E-07,8.52E-06,0.0002526,1.93E-05,5.49E-06,0.000329087,4.17E-07,7.33E-07,0.000486122,3.71E-07,5.51E-06,9.35E-07,0.998845502,4.75E-07,4.36E-07,1.96E-05,607
200052,0.003331281,0.005639141,0.000397545,0.000646852,0.001922201,0.001877479,0.255455074,0.001725103,0.359683257,0.000363082,0.000790199,0.320984711,0.000323147,0.03418064,0.004331535,0.000647379,0.000501441,0.000418385,0.006781546,113
200053,6.16E-05,7.78E-05,1.32E-05,2.26E-05,2.63E-05,4.71E-05,0.002295683,0.000109131,0.009034632,1.21E-05,6.19E-05,0.033009839,1.08E-05,0.954973357,7.13E-05,2.15E-05,1.39E-05,2.52E-05,0.00011198,368
200054,4.38E-05,2.39E-06,8.24E-07,1.34E-06,3.61E-06,7.29E-05,0.997688059,3.55E-06,0.00150668,7.60E-07,1.33E-06,0.000581728,6.74E-07,7.08E-05,3.79E-06,1.34E-06,8.65E-07,8.44E-07,1.47E-05,423
200055,0.000114268,1.94E-05,7.11E-06,1.16E-05,2.55E-05,0.000136351,0.936287187,3.07E-05,0.060303925,6.55E-06,1.15E-05,0.002638783,5.82E-06,0.000137103,1.60E-05,1.16E-05,7.46E-06,6.75E-06,0.00022249,18
200056,7.76E-06,0.998144667,7.21E-07,1.51E-06,4.37E-06,7.01E-06,0.000352956,3.14E-06,0.000677623,6.63E-07,1.29E-06,0.000672726,5.88E-07,9.65E-05,1.73E-05,3.77E-06,1.23E-06,7.26E-07,5.36E-06,28
200057,1.61E-06,2.65E-06,2.07E-05,3.21E-05,1.39E-06,1.80E-06,1.77E-05,7.30E-05,0.000344818,4.91E-07,0.998890588,0.000581873,4.36E-07,2.07E-05,3.63E-06,8.69E-07,6.66E-07,2.25E-06,2.63E-06,246
200058,0.002262455,8.45E-05,3.35E-05,5.45E-05,0.000164987,0.862065097,0.000870568,0.095912073,0.004770608,3.08E-05,5.42E-05,0.005727129,2.74E-05,0.000250625,6.91E-05,0.000175241,3.51E-05,3.25E-05,0.027379588,28
200059,0.000132002,7.06E-05,2.38E-05,3.87E-05,4.26E-05,0.000169194,0.000850098,0.000372306,0.112379828,2.18E-05,3.84E-05,0.028863973,1.94E-05,0.011782489,4.43E-05,3.87E-05,2.49E-05,2.25E-05,0.845064347,208
200060,1.82E-05,0.996303162,9.39E-07,1.53E-06,5.46E-06,3.42E-06,0.000200544,4.15E-06,0.000789887,8.59E-07,1.67E-06,0.002555054,7.64E-07,7.49E-05,1.91E-05,2.17E-06,2.43E-06,9.45E-07,1.49E-05,568
200061,0.000229117,4.39E-05,1.73E-05,2.81E-05,0.000475341,0.968810059,0.001077113,0.000237728,0.015288268,1.59E-05,2.80E-05,0.00258191,1.41E-05,0.000141213,3.57E-05,4.75E-05,1.81E-05,1.64E-05,0.010894247,541
200062,7.22E-06,2.74E-06,5.45E-07,8.87E-07,2.36E-06,2.22E-06,0.998550783,2.35E-06,0.000635944,5.02E-07,8.82E-07,0.000729879,4.46E-07,4.84E-05,5.60E-06,8.22E-07,5.72E-07,5.50E-07,7.30E-06,159
200063,0.002559246,1.93E-05,7.56E-06,1.23E-05,0.981944171,0.002842024,0.000283428,9.88E-05,0.004554445,6.96E-06,1.22E-05,0.007353775,6.17E-06,5.47E-05,1.56E-05,0.000126598,7.92E-06,7.27E-06,8.76E-05,503
200064,8.46E-05,1.68E-06,5.01E-07,8.15E-07,1.30E-05,5.07E-05,6.15E-05,2.56E-06,0.000213632,4.61E-07,8.10E-07,0.000488785,4.09E-07,6.40E-06,1.03E-06,0.999066764,5.25E-07,4.82E-07,5.41E-06,234
200065,0.000196992,2.29E-05,8.95E-06,1.46E-05,0.976299098,0.011932905,0.000344969,0.000112782,0.003217328,8.24E-06,1.45E-05,0.007208515,7.32E-06,0.000129775,1.84E-05,1.58E-05,9.39E-06,8.49E-06,0.000429094,607
200066,8.47E-05,4.10E-06,1.68E-06,2.73E-06,0.002342758,8.08E-05,5.06E-05,2.47E-05,0.003861092,1.55E-06,2.72E-06,0.001651455,1.37E-06,2.01E-05,3.49E-06,0.99185082,1.76E-06,1.61E-06,1.20E-05,291
200067,0.007990231,0.00014692,1.95E-05,3.17E-05,0.857208826,0.02886012,0.000762484,0.000110322,0.08296775,1.79E-05,3.15E-05,0.020343847,1.59E-05,0.000648559,6.38E-05,3.17E-05,2.04E-05,1.84E-05,0.000710197,283
200068,0.046139561,0.000273291,3.65E-05,5.94E-05,0.00083374,0.247728923,0.000502166,0.684769303,0.004980347,3.36E-05,5.90E-05,0.006276366,2.98E-05,0.000338501,7.51E-05,5.93E-05,3.83E-05,3.49E-05,0.007731917,382
200069,3.01E-05,2.51E-06,8.50E-07,1.38E-06,3.98E-06,8.82E-06,0.996772949,4.14E-06,0.002198141,7.83E-07,1.38E-06,0.000848518,6.95E-07,0.000115036,1.77E-06,1.38E-06,8.91E-07,1.78E-06,4.85E-06,274
200070,4.56E-05,2.19E-05,1.47E-05,6.36E-05,1.67E-05,2.77E-05,0.000259983,0.000103308,0.997444093,8.57E-06,4.24E-05,0.000821915,7.60E-06,0.000578921,1.73E-05,1.51E-05,9.74E-06,1.18E-05,0.000489146,198
200071,1.80E-06,2.41E-06,2.60E-07,6.03E-07,7.25E-07,1.43E-06,9.57E-05,2.26E-06,0.000557175,2.38E-07,5.20E-07,0.000162785,2.11E-07,3.30E-05,2.41E-05,4.23E-07,0.999114589,2.66E-07,1.47E-06,572
200072,1.48E-06,4.24E-06,2.53E-06,3.64E-06,1.25E-06,1.34E-06,4.57E-05,3.69E-06,0.000385676,3.59E-07,0.999109673,0.000420849,3.19E-07,9.29E-06,2.28E-06,6.35E-07,2.31E-06,9.38E-07,3.77E-06,329
200073,0.000168762,7.62E-05,2.00E-05,3.26E-05,3.60E-05,7.26E-05,0.000110607,0.00017406,0.148731976,1.84E-05,3.26E-05,0.011308325,1.64E-05,0.008028217,3.73E-05,3.26E-05,2.10E-05,1.90E-05,0.831063186,420
200074,8.11E-05,2.93E-06,1.29E-06,2.09E-06,5.07E-05,0.013073142,5.48E-05,1.89E-05,0.003453767,1.18E-06,2.08E-06,0.001251473,1.05E-06,1.70E-05,2.65E-06,0.981968904,1.35E-06,1.23E-06,1.44E-05,194
200075,0.000103337,7.49E-05,3.14E-05,5.11E-05,0.000127842,0.000101025,0.000205765,0.00019664,0.823002648,2.89E-05,5.11E-05,0.018186557,2.56E-05,0.037549348,7.46E-05,5.12E-05,3.30E-05,2.98E-05,0.120075322,622
200076,6.81E-06,5.92E-05,2.85E-05,1.06E-05,8.18E-06,3.24E-06,0.00022791,5.41E-06,0.000650709,8.75E-07,0.997879635,0.001013813,7.76E-07,2.86E-05,5.75E-05,2.97E-06,9.28E-06,9.57E-07,5.04E-06,622
200077,2.20E-05,1.47E-05,4.92E-06,8.77E-06,1.02E-05,2.71E-05,8.53E-05,0.000124995,0.996937536,4.54E-06,1.32E-05,0.000255264,4.03E-06,0.000272328,9.19E-06,8.02E-06,5.17E-06,4.67E-06,0.002187991,640
200078,0.00050677,0.000179782,3.53E-05,5.75E-05,6.34E-05,0.000140502,0.000197101,0.176711978,0.025777801,3.25E-05,5.72E-05,0.004424784,2.89E-05,0.048100745,7.89E-05,5.76E-05,3.71E-05,3.97E-05,0.743472408,520
200079,0.001215224,2.63E-05,6.40E-06,1.04E-05,6.20E-05,0.001251677,0.000260023,5.71E-05,0.006068596,5.90E-06,1.04E-05,0.006473745,5.23E-06,5.13E-05,1.32E-05,0.984419379,6.72E-06,6.16E-06,5.02E-05,382
200080,1.47E-05,9.32E-06,4.12E-06,6.70E-06,8.04E-06,1.42E-05,7.83E-05,1.81E-05,0.935946053,3.78E-06,7.15E-06,0.039923633,3.36E-06,0.023907647,2.23E-05,6.71E-06,4.32E-06,4.17E-06,1.74E-05,820
200081,1.80E-05,9.12E-06,3.45E-06,6.15E-06,6.45E-06,2.32E-05,5.39E-05,0.001267343,0.998195034,3.18E-06,7.10E-06,0.000123673,2.82E-06,0.000161241,7.32E-06,5.62E-06,3.65E-06,3.35E-06,9.93E-05,24
200082,0.003636813,0.000107627,1.79E-05,2.91E-05,0.00036059,9.25E-05,0.006710949,0.000131716,0.05470043,1.64E-05,2.89E-05,0.023065521,1.46E-05,0.003632736,0.906594662,2.91E-05,1.87E-05,2.25E-05,0.000789456,480
200083,0.000317029,1.88E-05,7.96E-06,1.30E-05,0.95002611,0.036568034,0.000281717,4.50E-05,0.005418141,7.32E-06,1.29E-05,0.006960989,6.50E-06,0.000200387,1.83E-05,1.30E-05,8.35E-06,7.55E-06,6.89E-05,369
200084,2.73E-05,0.995243121,1.47E-06,3.68E-06,8.27E-06,5.86E-06,0.001294746,7.92E-06,0.0012123,1.35E-06,2.92E-06,0.002114685,1.20E-06,1.94E-05,2.42E-05,6.60E-06,1.02E-05,1.53E-06,1.33E-05,462
200085,0.000221898,1.07E-06,4.66E-07,7.58E-07,7.52E-06,3.85E-05,0.000225347,2.37E-06,0.000161747,4.29E-07,7.53E-07,0.000378423,3.81E-07,1.27E-05,9.66E-07,0.998942687,4.89E-07,4.48E-07,3.02E-06,603
200086,0.000113204,0.000134838,3.35E-05,5.60E-05,6.68E-05,0.000111077,0.004110636,0.00015055,0.017458852,3.08E-05,0.000138372,0.173739408,2.74E-05,0.803333884,0.000143585,5.46E-05,3.52E-05,4.19E-05,0.000219466,640
200087,0.000220904,0.000116224,4.80E-05,7.81E-05,8.61E-05,0.000247601,0.001463797,0.000228836,0.818155494,4.41E-05,7.76E-05,0.023009854,3.92E-05,0.002524788,8.95E-05,7.81E-05,5.03E-05,4.55E-05,0.153395923,637
200088,5.08E-06,4.14E-06,1.36E-06,3.17E-06,2.44E-06,7.03E-06,1.26E-05,7.54E-06,0.998995778,1.25E-06,2.20E-06,0.000194035,1.11E-06,9.78E-05,3.44E-06,2.22E-06,1.43E-06,1.29E-06,0.000656088,922
200089,0.000263778,4.50E-05,1.94E-05,3.16E-05,0.000171911,0.969138073,0.003684579,0.000212129,0.009021831,1.79E-05,3.15E-05,0.004376763,1.59E-05,0.000132145,4.35E-05,7.06E-05,2.04E-05,1.87E-05,0.012684296,270
200090,0.000272949,3.28E-05,1.12E-05,1.83E-05,0.978498619,0.006004793,0.000305154,0.000214259,0.007901693,1.03E-05,1.82E-05,0.006168388,9.18E-06,0.000169439,2.31E-05,1.97E-05,1.18E-05,1.06E-05,0.000299535,211
200091,0.002697967,0.000427393,3.91E-05,6.35E-05,0.006200403,0.000556264,0.002239517,0.000355923,0.826684957,3.59E-05,6.32E-05,0.144339528,3.19E-05,0.000664802,8.34E-05,6.36E-05,4.10E-05,3.70E-05,0.015374707,249
200092,0.00016786,0.000140656,2.33E-05,3.80E-05,4.19E-05,9.52E-05,0.0001278,0.000100593,0.140902209,2.14E-05,3.79E-05,0.019321364,1.90E-05,0.011377632,4.35E-05,3.80E-05,2.45E-05,2.21E-05,0.82745701,396
200093,0.007294521,3.27E-05,1.27E-05,2.07E-05,0.000303503,0.957000579,0.000317077,0.000202586,0.030246384,1.17E-05,2.06E-05,0.002453233,1.04E-05,0.000925994,2.62E-05,2.07E-05,1.33E-05,1.21E-05,0.001074949,96
